title,Year,cast1,cast2, cast3, crew1, crew2, crew3, genre, Crime, Romance, Animation, Music, Comedy, TVMovie, Horror, War, Adventure, Thriller, Western, Mystery, Kids, ScienceFiction, Foreign, Drama, Action, Documentary, History, Family, Fantasy,,
Raja,2002, Ajith Kumar, Jyothika, Priyanka Trivedi, Ezhil, Ezhil, Thiruvenkatam, Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,
Jiminy Cricket's Christmas,1986, Eddie Carroll, Walt Disney,NA,NA,NA,NA,Fantasy,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,
Tommy Tiernan: Something Mental,2008, Tommy Tiernan,NA,NA,NA,NA,NA, Comedy,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Malcolm X,1992, Denzel Washington, Angela Bassett, Albert Hall, Spike Lee, Alex Haley, Malcolm X,History,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,,
Sommore: The Queen Stands Alone,2008, Sommore,NA,NA, Aaron Courseault, Sommore,NA, Comedy,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Jona Che Visse Nella Balena,1993, Jean-Hugues Anglade, Juliet Aubrey, Luke Petterson, Roberto Faenza,NA,NA,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Fear and Loathing in Las Vegas,1998, Johnny Depp, Benicio del Toro, Tobey Maguire, Terry Gilliam, Patrick Cassavetti, Laila Nabulsi,Drama,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,,
Devil's Bridge,2012, Joseph Millson, Gary Mavers, Joshua Richards, Chris Crow, Chris Crow, Chris Crow,Thriller,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,
The Lion Tamer,1934,NA,NA,NA, Vernon Stallings,NA,NA,Comedy,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Broncho Billy and the Greaser,1914, Gilbert M. Anderson,NA,NA, Gilbert M. Anderson,NA,NA,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
The Fiction Makers,1968, Roger Moore,NA,NA, Roy Ward Baker,NA,NA,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
A Bold Family,2005,NA,NA,NA, Myeong-nam Jo,NA,NA,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
What's Love Got to Do with It,1993, Angela Bassett, Laurence Fishburne, Vanessa Bell Calloway, Brian Gibson, Kate Lanier, Tina Turner,Music,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,
Flea,2012, Josef Cannon, Barry Williams, Brian O'Halloran, Josef Cannon, Josef Cannon, Suza Lambert Bowser,Fantasy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,,
At Any Price,2012, Dennis Quaid, Zac Efron, Kim Dickens, Ramin Bahrani, Ramin Bahrani, Hallie Elizabeth Newton, Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,
Mike Stern & Didier Lockwood 4tet - Jazz A Vienne,2011, Mike Stern, Didier Lockwood, Dave Weckl,NA,NA,NA, Music,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Geert Hoste - Hard,2003,NA,NA,NA,NA,NA,NA,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Pescherecci,1958,NA,NA,NA, Vittorio De Seta,NA,NA,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Operacja Koza,2000,NA,NA,NA,NA,NA,NA,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Le paltoquet,1986, Fanny Ardant, Daniel Auteuil, Richard Bohringer, Michel Deville,NA,NA,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Midnight Mary,1933, Loretta Young, Ricardo Cortez, Franchot Tone, William A. Wellman, Anita Loos, Gene Markey,Romance,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,
Doctor Strange,2007, Bryce Johnson, Paul Nakauchi, Kevin Michael Richardson, Patrick Archibald, Jay Oliva, Richard Sebast,ScienceFiction,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,,
Boy Toy,2011, Mircea Monroe, E.G. Daily, Morgan Fairchild, Christie Will, Christie Will, Jeff Campagna,Romance,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Auditions from Beyond,1999, Nikki Fritz, Taimie Hannum, Ahmo Hight, Reed Richmond, Charles Band,NA,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Valibation,2013,NA,NA,NA, Todd Strauss-Schulson,NA,NA,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Twelfth Night,1955, Klara Luchko, Alla Larionova, Vadim Medvedev, William Shakespeare, Yan Frid, Yan Frid,Romance,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,
Broken Down Film,1985,NA,NA,NA, Osamu Tezuka,NA,NA, Animation,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
American Virgin,1999, Bob Hoskins, Mena Suvari, Sally Kellerman, Jean-Pierre Marois, Ira Israel, Jean-Pierre Marois, Comedy,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
The Flintstones in Viva Rock Vegas,2000, Mark Addy, Stephen Baldwin, Kristen Johnston, Brian Levant, Deborah Kaplan, Harry Elfont,ScienceFiction,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,,
Show Business,1944, Eddie Cantor, Joan Davis, George Murphy, Edwin L. Marin, Joseph Quillan, Dorothy Bennett,Romance,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Trees are Memories,1991, Maia Krall Fry, Francesca Marshall, Annabel Savage, Scarlett Marshall,NA,NA, Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,
Freek in het Wild,2013,NA,NA,NA,NA,NA,NA,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
B.O.B.'s Big Break,2009, Will Arnett, Hugh Laurie, Seth Rogen, Robert Porter, Robert Porter,NA, Animation,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Taste of Cherry,1997, Homayoun Ershadi, Abdolrahman Bagheri, Afshin Khorshid Bakhtiari, Abbas Kiarostami, Abbas Kiarostami, Abbas Kiarostami, Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,
All the Young Men,1960, Alan Ladd, Sidney Poitier, Glenn Corbett, Hall Bartlett, Hall Bartlett,NA,War,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,,
The Quest For Length,2002, Roger Fan, Bree Turner,NA, Gene Rhee, Roger Fan, Gene Rhee,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Atomic Train,1999, Rob Lowe, Kristin Davis, Mena Suvari, Dick Lowry, David Jackson, Michael R. Joyce,Thriller,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,,
The Landlady,1998, Talia Shire, Jack Coleman, Bruce Weitz,NA,NA,NA,Thriller,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,
The Bandit,1946, Anna Magnani, Amedeo Nazzari, Carla Del Poggio, Alberto Lattuada, Oreste Biancoli, Alberto Lattuada,Drama,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,
Un voyage autour de la terre,2003,NA,NA,NA,NA,NA,NA,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
The Christmas Raccoons,1980,NA,NA,NA,NA,NA,NA,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Eyes of the Underworld,1942, Richard Dix, Wendy Barrie, Lon Chaney Jr., Roy William Neill,NA,NA,Drama,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,
One Six Left,2006,NA,NA,NA,NA,NA,NA,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Once Upon a Giant,1988, Johnny Wayne, Gwendoline Pacey, Bernard Cowan, Trevor Evans, Johnny Wayne, Johnny Wayne,Fantasy,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,
The Bastard Sings the Sweetest Song,2013,NA,NA,NA,NA,NA,NA,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Agent Ranjid rettet die Welt,2012, Kaya Yanar, Gode Benedix, Tom Gerhardt, Michael Karen,NA,NA, Comedy,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Defective detective,2011,NA,NA,NA, Stevie Lewis, Avner Geller,NA,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
The Son's Room,2001, Nanni Moretti, Laura Morante, Jasmine Trinca, Nanni Moretti, Linda Ferri, Nanni Moretti, Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,
In the Land of Owl Turds,1987,NA,NA,NA, Harrod Blank,NA,NA,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
A Sticky Woman,1906,NA,NA,NA, Alice Guy, Alice Guy,NA, Comedy,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Final Justice,1985, Joe Don Baker, Rossano Brazzi,NA, Greydon Clark,NA,NA,Drama,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,,
Magnificent Obsession,1935, Irene Dunne, Robert Taylor, Charles Butterworth, John M. Stahl, John J. Mescall, Milton Carruth,Romance,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,
The Heroic Mr. Boniface,1949, Fernandel, Andrex, Gaston Orbal, Maurice Labro,NA,NA, Comedy,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Toxic Crusaders: The Movie,1997, Gregg Berger, Susan Blu, Rodger Bumpass, Bill Hutton, Tony Love,NA,Comedy,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Document of the Dead,1985, John Amplas, George A. Romero, Ken Foree, Roy Frumkes,NA,NA,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Corto Maltese in Siberia,2002, Richard Berry, Patrick Bouchitey, Barbara Schulz, Pascal Morelli, Hugo Pratt, Thierry Thomas,History,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,,
F1RST,2008, Sam Hill, Greg Minnaar, Steve Peat, Clay Porter,NA,NA,Drama,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,,
Call Me Claus,2001, Whoopi Goldberg, Nigel Hawthorne, Victor Garber, Peter Werner, Paul Mooney, Sara Bernstein,TVMovie,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,
Bruce Springsteen & the E Street Band: Live in Barcelona,2003, Bruce Springsteen,NA,NA,NA,NA,NA, Music,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Dream Girl,1977, Ashok Kumar, Dharmendra, Hema Malini,NA,NA,NA,Thriller,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,
The Card,1952, Alec Guinness, Glynis Johns, Valerie Hobson, Ronald Neame, Arnold Bennett, Eric Ambler,Romance,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,,
The Basement,1989, Dennis Driscoll, Kathleen Heidinger,NA, Timothy O'Rawe, Timothy O'Rawe,NA, Horror,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Maharaja,2011, Anjali, Nasser,NA,NA,NA,NA,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Nikola Tesla: The Genius Who Lit the World,1977,NA,NA,NA,NA,NA,NA, Documentary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,
The Eschatrilogy: Book of the Dead,2012, Nick Jackson, Stuart Wolfenden, Sarah Jane Honeywell, Damian Morter, Damian Morter,NA,Horror,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,
Flight of the Aquanaut,1993,NA,NA,NA, Stephen Low, Stephen Low,NA, Documentary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,
Cencoroll,2009, Kana Hanazawa, Ryohei Kimura, Satomi Moriya, Atsuya Uki, Atsuya Uki, Atsuya Uki,ScienceFiction,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,
Idaho The Movie,2012, Tim Woodward,NA,NA, Tim Woodward,NA,NA, Documentary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,
Dragon Ball GT: A Hero's Legacy,1997, Masako Nozawa, Yuuko Minaguchi, Monika Antonelli, Gen Fukunaga, Osamu Kasai,NA,Fantasy,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,
Busty Housewives 4,2010, April O'Neil, Jayden Jaymes, Lisa Ann, William H. Nutsack,NA,NA,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Three Little Pigs,1933, Billy Bletcher, Pinto Colvig, Dorothy Compton, Burt Gillett, Jack King, Art Babbitt, Animation,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
George Washington,2000, Candace Evanofski, Donald Holden, Damian Jewan Lee, David Gordon Green, David Gordon Green, David Gordon Green, Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,
6 Bullets,2012, Jean-Claude Van Damme, Kristopher Van Varenberg, Bianca Bree, Ernie Barbarash, Chad Law, Evan Law,Thriller,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,,
Dinosaur Island,1994, Ross Hagen, Richard Gabai, Michelle Bauer, Fred Olen Ray, Jim Wynorski, Jim Wynorski,Fantasy,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,,
Quarantine,2008, Jennifer Carpenter, Steve Harris, Jay Hernandez, John Erick Dowdle, Drew Dowdle, Doug Davison,Thriller,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,,
Coca-Cola: The Real Story Behind the Real Thing,2009,NA,NA,NA,NA,NA,NA, Documentary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,
The World According to Monsanto,2008,NA,NA,NA, Marie-Monique Robin, Marie-Monique Robin,NA, Documentary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,
Apache War Smoke,1952, Gilbert Roland, Glenda Farrell, Robert Horton, Harold F. Kress, Ernest Haycox, Jerry Davis, Western,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,
Jack Pot,1940, Tom Neal, Ann Morriss, Edwin Maxwell, Roy Rowland, Eric L. Ergenbright, Douglas Foster,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Criminal,1995,NA,NA,NA,NA,NA,NA, Action,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,
Header,2006, Jake Suffian, Elliot V. Kotek, Dick Mullaney, Archibald Flancranstin, Michael E. Kennedy, Edward Lee, Horror,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Moby Dick,1998, Patrick Stewart, Henry Thomas, Ted Levine, Franc Roddam, Robert Halmi Sr., Francis Ford Coppola,Foreign,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,,
On Your Toes,1939, Vera Zorina, Eddie Albert, Alan Hale, Ray Enright,NA,NA, Comedy,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Four Nights with Anna,2008, Artur Steranko, Kinga Preis, Jerzy Fedorowicz, Jerzy Skolimowski, Ewa Piaskowska, Jerzy Skolimowski,Thriller,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,,
Jimmy Page & Robert Plant - Unledded,2004, Jimmy Page, Robert Plant,NA, Aubrey Powell,NA,NA, Music,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
The Thin Man,1934, William Powell, Myrna Loy, Maureen O'Sullivan, W.S. Van Dyke, Dashiell Hammett, Albert Hackett,Mystery,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,
The Old Dark House,1932, Boris Karloff, Melvyn Douglas, Gloria Stuart, James Whale, Benn W. Levy, J.B. Priestley,Thriller,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,
The Secret of Madame Blanche,1933, Irene Dunne, Lionel Atwill, Phillips Holmes, Charles Brabin, Frances Goodrich, Albert Hackett,Romance,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,
Taboo IV: The Younger Generation,1985, Ginger Lynn Allen, Jamie Gillis, Karen Summer, Kirdy Stevens, Helene Terrie, Leon Felburg, Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,
The Target Shoots First,2000, Christopher Wilcha, Steven Tyler, David Hasselhoff, Christopher Wilcha, Christopher Wilcha,NA, Documentary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,
Mr. Rossi at Photo Safari,1971,NA,NA,NA, Bruno Bozzetto, Guido Manuli,NA,Comedy,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Sick Girl,2007, Leslie Andrews, Charlie Trepany, John McGarr, Eben McGarr, Eben McGarr, Eben McGarr,Thriller,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,
The Take,2007, John Leguizamo, Tyrese Gibson, Rosie Perez,NA,NA,NA,Thriller,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,,
Blood & Death History,2006,NA,NA,NA,NA,NA,NA,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Jamie Foxx: I Might Need Security,2002, Jamie Foxx,NA,NA, Jamie Foxx, Chris Spencer, Drew Brown, Comedy,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
13 Frightened Girls,1963, Murray Hamilton, Joyce Taylor, Hugh Marlowe, William Castle, Otis L. Guernsey Jr., Robert Dillon,Thriller,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,
Strange Planet,1999, Claudia Karvan, Naomi Watts, Alice Garner, Emma-Kate Croghan, Emma-Kate Croghan, Stavros Kazantzidis,Romance,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Magical Maestro,1952, Daws Butler, Oscar Ramirez,NA, Tex Avery, Scott Bradley, Rich Hogan,Comedy,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
The Seven Commandments of Kung Fu,1979, Li Yi-Min , Lung Fei, Ma Chin-Ku , Ching Kang Yao, Fu Liang Chou, Shih Hao Ko, Action,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,
The Dognapper,1934, Clarence Nash, Clarence Nash, Billy Bletcher, David Hand, Johnny Cannon, Clyde Geronimi, Animation,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
The Tonto Kid,1934, Rex Bell, Ruth Mix, Buzz Barton, Harry L. Fraser,NA,NA,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
London from the Air,2002,NA,NA,NA,NA,NA,NA, Documentary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,
First Transmission,1982, David Tibet, Genesis P-Orridge, Cosey Fanni Tutti,NA,NA,NA, Documentary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,
Electric Blue 006,1981, Vanessa del Rio, Michelle Bauer, Suze Randall, Adam Cole, Adam Cole,NA,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Tsar,2009, Pyotr Mamonov, Oleg Yankovskiy, Aleksandr Domogarov, Pavel Lungin, Aleksei Ivanov ,NA,History,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,,
Lucky Jim,1957, Ian Carmichael, Terry-Thomas, Hugh Griffith, John Boulting,NA,NA, Comedy,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Stax Volt Revue Live In Norway 1967,2007, Otis Redding,NA,NA,NA,NA,NA,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Take Me Far Away,2009, Hsin Li, Po-hung Lin,NA, Tien-yu Fu,NA,NA,Family,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,,
A Trip to Inside,2009, Klaus John, Stanislav Grof, Christina Grof, Juri Schmidt,NA,NA, Documentary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,
Heart of Stone,2009,NA,NA,NA, Beth Toni Kruvant, Paul Bartick, Anand Kamalakar,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
South Of Pico,2007, Gina Torres, Kevin Pardue, Henry Simmons,NA,NA,NA, Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,
Horla,1997,NA,NA,NA,NA,NA,NA,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
The Dirty Dozen: The Fatal Mission,1988, Telly Savalas, Ernest Borgnine, Hunt Block, Nunnally Johnson, Lukas Heller, Mark Rodgers,War,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,,
We're Not Dressing,1934, Bing Crosby, Carole Lombard, George Burns, Norman Taurog, Walton Hall Smith, Benjamin Glazer,Music,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
WEC 27: Marshall vs. McElfresh,2007, Justin McElfresh, Jason Miller, Ed Ratcliff,NA,NA,NA,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Chennaiyil Oru Naal,2013, R. Sarathkumar, Cheran, Prakash Raj, Radhika Sarathkumar, Listin Stephen, Bobby - Sanjay,Thriller,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,,
The Big Idea,1924, 'Snub' Pollard,NA,NA, George Jeske,NA,NA,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Barnacle Bill,1941, Wallace Beery, Marjorie Main, Virginia Weidler, Richard Thorpe, Jack Jevne, Hugo Butler,Drama,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,
Straight to Hell,1987, Dick Rude, Sy Richardson, Courtney Love, Alex Cox, Alex Cox, Dick Rude,Western,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,,
When Will I Be Loved,2004, Neve Campbell, Frederick Weller, James Toback, James Toback, James Toback,NA,Thriller,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,,
Hindsight,2008,NA,NA,NA,NA,NA,NA,Thriller,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,,
The Fantasticks,1995, Joel Gray, Brad Sullivan, Joey McIntyre, Michael Ritchie,NA,NA,ScienceFiction,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,,
The Greatest Show on Earth,1952, Betty Hutton, Cornel Wilde, Charlton Heston, Cecil B. DeMille, Fredric M. Frank, Theodore St. John,Romance,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,,
Bad Girls,2012, Ella Chen, Mike He, Jack Kao Kuo-Hsin, Weng Jing Ting,NA,NA,Romance,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
For No Good Reason,2012, Ralph Steadman, Johnny Depp, Hunter S. Thompson, Charlie Paul,NA,NA,History,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,,
The Third Miracle,1999, Ed Harris, Anne Heche, Armin Mueller-Stahl, Agnieszka Holland, Richard Vetere, John Romano, Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,
The Last Warning,1929, Laura La Plante, Montagu Love, Roy D'Arcy, Paul Leni, Alfred A. Cohn, J. G. Hawks,Thriller,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,,
The Tanks Are Coming,1951, Steve Cochran, Philip Carey, Mari Aldon, Lewis Seiler, Robert Hardy Andrews, Samuel Fuller, War,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Hamlet,2000, Campbell Scott, Blair Brown, Roscoe Lee Browne, Campbell Scott, Eric Simonson, William Shakespeare, Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,
Mush Tour Spring 2002,2003,NA,NA,NA,NA,NA,NA,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Wadi 1981 - 1991,1992,NA,NA,NA, Amos Gitai,NA,NA, Documentary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,
Bleach: Memories in the Rain,2004,NA,NA,NA, Noriyuki Abe,NA,NA,Fantasy,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,,
A Voyage Round My Father,1984, Laurence Olivier, Alan Bates, Jane Asher, Alvin Rakoff, John Mortimer,NA, Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,
Kung Fu Arts,1978, Carter Wong, Sing Chen, Chi-Min Chin, Kuang Hui, Hsi-chieh Lai, Ju-shou Li,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Daffy Doodles,1946, Mel Blanc,NA,NA, Robert McKimson, Carl W. Stalling, Edward Selzer,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
L'arbre au chien pendu,1991, Sandrine Blancke, Sacha Kremer,NA, Olivier van Malderghem, Nathalie Leborgne, Bernard Floch,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
